,RPM,Depth,Coolant,Tool_condition,Tool_size,Tool_No.
734,200,20,0,0,4,11
735,200,20,0,0,4,11
736,200,20,0,0,4,11
737,300,20,0,0,4,11
738,300,20,0,0,4,11
739,300,20,0,0,4,11
740,300,20,0,0,4,11
741,300,20,0,0,4,11
742,300,20,0,0,4,11
743,300,20,0,0,4,11
744,300,20,0,0,4,11
745,300,20,0,0,4,11
746,300,20,0,0,4,11
747,200,12,0,0,4,11
748,200,12,0,0,4,11
749,200,12,0,0,4,11
750,200,12,0,0,4,11
751,200,12,0,0,4,11
752,200,12,0,0,4,11
753,200,12,0,0,4,11
754,200,12,0,0,4,11
755,200,12,0,0,4,11
756,200,12,0,0,4,11
757,300,12,0,0,4,11
758,300,12,0,0,4,11
759,300,12,0,0,4,11
760,300,12,0,0,4,11
761,300,12,0,0,4,11
762,300,12,0,0,4,11
763,300,12,0,0,4,11
764,300,12,0,0,4,11
765,300,12,0,0,4,11
766,300,12,0,0,4,11
767,400,12,0,0,4,11
768,400,12,0,0,4,11
769,400,12,0,0,4,11
770,400,12,0,0,4,11
771,400,12,0,0,4,11
772,400,12,0,0,4,11
773,400,12,0,0,4,11
774,400,12,0,0,4,11
775,400,12,0,0,4,11
776,400,12,0,0,4,11
777,200,12,0,1,4,12
778,200,12,0,1,4,12
779,200,12,0,1,4,12
780,200,12,0,1,4,12
781,200,12,0,1,4,12
782,200,12,0,1,4,12
783,200,12,0,1,4,12
784,200,12,0,1,4,12
785,200,12,0,1,4,12
786,300,12,0,1,4,12
787,300,12,0,1,4,12
788,300,12,0,1,4,12
789,300,12,0,1,4,12
790,300,12,0,1,4,12
791,300,12,0,1,4,12
792,300,12,0,1,4,12
793,300,12,0,1,4,12
794,300,12,0,1,4,12
795,300,12,0,1,4,12
796,300,12,0,1,4,12
797,400,12,0,1,4,12
798,400,12,0,1,4,12
799,400,12,0,1,4,12
